"date","aqi","pm2.5","pm10","so2","co","no2","o3"
"2014-11-15","111","81.7","141.1","26.9","0.898","67.9","106"
"2014-11-16","113","84.2","125.7","17.7","0.995","52.7","115"
"2014-11-17","125","93.3","132.9","27.2","0.894","52.1","96"
"2014-11-18","99","72.5","126.1","26","0.871","69.1","75"
"2014-11-19","115","86","138.6","31","1.157","71.2","79"
"2014-11-20","164","123.4","178.8","20.3","1.311","82.5","107"
"2014-11-21","159","120.4","184.6","29.7","1.63","91.6","75"
"2014-11-22","241","192.8","264.7","25.6","1.795","86.3","145"
"2014-11-23","150","114.2","159.7","15.6","0.985","48.8","68"
"2014-11-24","41","25.7","37","5.1","0.509","29.6","52"
"2014-11-25","81","53.6","105.3","10.8","1.036","42","41"
"2014-11-26","80","48.5","106.8","15.2","1.003","49.6","71"
"2014-11-27","76","48.5","99.1","16.3","1.14","67.7","30"
"2014-11-28","67","45.3","79.7","9","1.352","45.1","45"
"2014-11-29","74","40.7","95.2","14.7","1.31","56.7","26"
"2014-11-30","49","26.9","52.7","9.7","1.162","40.1","30"
"2014-12-01","113","33.1","173.7","22.9","0.66","34.3","51"
"2014-12-02","76","19.9","98.8","18","0.432","43.2","30"
"2014-12-03","83","57.7","113.7","22.5","1.102","66.8","9"
"2014-12-04","93","61.8","133.3","31.5","0.833","47.6","49"
"2014-12-05","91","60.5","128.1","33.5","1.187","61.5","57"
"2014-12-06","81","51.1","108.2","27","1.159","68.6","60"
"2014-12-07","127","94.8","177.6","49","1.368","75.8","51"
"2014-12-08","112","81.4","155.3","42.9","1.214","55.1","65"
"2014-12-09","67","40.5","80.6","19.7","0.824","42.3","68"
"2014-12-10","81","57.2","100.3","16.9","1.008","47.5","22"
"2014-12-11","153","99.5","246.4","39.7","1.385","52.7","47"
"2014-12-12","115","63.5","177.3","32.3","0.951","50.6","54"
"2014-12-13","78","36.5","102.5","20.1","0.84","50.5","68"
"2014-12-14","87","53.8","120.6","26.3","1.124","66.3","59"
"2014-12-15","120","90","172.3","42.4","1.412","81.7","25"
"2014-12-16","95","29.4","137.1","29.2","0.562","31.2","55"
"2014-12-17","75","27","97","19.7","0.725","47.7","62"
"2014-12-18","86","48.9","120.4","38.9","0.998","63.3","47"
"2014-12-19","80","50.4","108.2","30.4","1.033","66.3","49"
"2014-12-20","90","57.4","121.9","27","0.964","50","53"
"2014-12-21","77","44.4","100.7","31.1","0.818","40.3","47"
"2014-12-22","95","59.7","133.9","35.2","1.164","64.1","55"
"2014-12-23","112","81.3","153","42.1","1.229","82.6","36"
"2014-12-24","142","107","170.3","32.6","1.329","77.2","91"
"2014-12-25","106","75.9","123.1","21.8","1.114","56","54"
"2014-12-26","70","44.8","86.8","20.4","0.745","57","60"
"2014-12-27","78","54.2","100.9","25.2","0.926","65.8","44"
"2014-12-28","133","100.3","173.3","26.5","1.327","68.8","91"
"2014-12-29","146","109.7","180.5","29.8","1.698","66.7","63"
"2014-12-30","126","95.2","161.2","34.5","1.893","77.6","56"
"2014-12-31","117","74.5","166.6","33.2","1.097","42.2","62"
"2015-01-01","79","37.2","104.6","38.9","0.934","47.2","47"
"2015-01-02","99","65.7","145.4","50.8","1.364","71.7","48"
"2015-01-03","141","105.7","189.3","56.6","1.601","83.6","41"
"2015-01-04","161","121.6","205.3","52.3","1.857","98","58"
"2015-01-05","211","161.7","249","56.9","2.131","110.4","16"
"2015-01-06","156","114.2","175.2","27.9","1.345","43.1","33"
"2015-01-07","77","46.8","99.7","21.7","0.844","42.1","61"
"2015-01-08","133","99.9","181.3","39.4","1.494","80.6","64"
"2015-01-09","165","124.6","215","53","2.057","98.2","80"
"2015-01-10","160","120.3","202.3","38.7","1.901","107.6","86"
"2015-01-11","170","130.7","209.3","50","1.969","100.9","80"
"2015-01-12","70","41","81.8","21.3","0.721","47","47"
"2015-01-13","68","44.8","72.2","20.3","0.843","55.9","32"
"2015-01-14","53","36.3","51.1","7.8","0.614","42.4","39"
"2015-01-15","68","48.4","68.7","7.4","0.749","37.9","50"
"2015-01-16","135","101","146.3","20.7","1.121","52.5","66"
"2015-01-17","134","101.5","160.4","26.7","1.322","53.3","64"
"2015-01-18","108","79","137.6","26.3","1.116","58.3","93"
"2015-01-19","118","69.2","178.2","27","1.166","80.6","54"
"2015-01-20","109","74.3","165.9","34.8","1.178","77.7","70"
"2015-01-21","159","121.5","210","33","1.511","70.6","68"
"2015-01-22","157","118.8","166.6","35.5","1.636","59","67"
"2015-01-23","165","125.7","183.9","33.7","1.532","83.7","50"
"2015-01-24","241","189.7","275.1","46.8","2.062","118.1","18"
"2015-01-25","235","184.5","239.5","21.3","1.801","71.5","12"
"2015-01-26","281","230.8","282.9","18.5","2.04","60.3","24"
"2015-01-27","112","79.8","101.3","12.3","0.854","32.6","55"
"2015-01-28","52","33.6","49.6","8.3","0.514","35.9","41"
"2015-01-29","46","32.2","39.6","6.7","0.728","39.7","42"
"2015-01-30","122","91.5","114.6","25.8","1.087","44.7","43"
"2015-01-31","61","37.9","65.2","16.4","0.781","41.9","52"
"2015-02-01","55","29.8","58.3","19.5","0.705","42.3","42"
"2015-02-02","94","69.3","106.6","20.5","0.96","55.3","18"
"2015-02-03","114","85.6","125.7","20.4","0.997","50.5","34"
"2015-02-04","190","145.2","188.7","41.5","1.434","51","93"
"2015-02-05","83","52.4","102","34.3","1.127","49","74"
"2015-02-06","81","55.7","107.9","30.3","1.289","72.9","64"
